,source_name,source_id,publish_date,title,text
89,CBC News,cbc-news,2024-01-20T20:41:55Z,The Rideau Canal Skateway is finally coming back,"After nearly 700 days without proper ice, the Rideau Canal is opening for skating again.
The skateway will be open at 9 a.m. on Sunday for the first time since March 2022, the National Capital Commi… [+1449 chars]"
90,CBC News,cbc-news,2024-01-19T23:25:12Z,"How scientists tracked the 1,000 km journey of a woolly mammoth using its tusk","With nothing more than a tusk, researchers were able to track the 1,000 kilometre journey of a woolly mammoth that lived 14,000 years ago. 
""The fact that we can actually regenerate her movement, he… [+3240 chars]"
91,CBC News,cbc-news,2024-01-17T20:10:08Z,Court dismisses Jordan Peterson's request to challenge order he undergo media training,Ontario's highest court has rejected an attempt by controversial psychologist Jordan Peterson to challenge a regulatory body's order that he undergo social media training or potentially lose his lice… [+2643 chars]
92,CBC News,cbc-news,2024-01-19T20:24:57Z,One small step toward solar power from space a success,"Scientists at the California Institute of Technology are celebrating after a successful test flight of the technology needed for generating power from space.
The mission, called Space Solar Power De… [+3502 chars]"
93,CBC News,cbc-news,2024-01-15T14:55:36Z,"Province did everything it could to prepare for winter surge in power demand, minister says","Alberta's affordability and utilities minister says the provincial government did everything it could to prepare for a surge in demand for power that utilities might not be able to meet.
""It was a l… [+6057 chars]"
94,CBC News,cbc-news,2024-02-02T18:26:29Z,Trudeau says Premier Smith's new transgender policies target 'vulnerable' youth,"Prime Minister Justin Trudeau slammed Alberta Premier Danielle Smith's decision to roll out what he called her ""anti LGBT policies"" days after sharing the stage with ""far-right"" U.S. media figure Tuc… [+2582 chars]"
95,CBC News,cbc-news,2024-02-05T18:03:45Z,Application window for the Greener Homes grant program to close within two weeks,"The application window for the federal government's Greener Homes grant program will close within two weeks as the federal government transitions to a new home energy retrofit program.
Energy and Na… [+2416 chars]"
96,CBC News,cbc-news,2024-02-11T03:41:33Z,Cypress Mountain gets creative to stay open despite sparse snow,"A light dusting of snow on Metro Vancouver's North Shore mountains on Saturday offered some relief and hope to snowboarders, skiers and mountain staff alike.
By early evening at Cypress Mountain Res… [+4955 chars]"
97,CBC News,cbc-news,2024-02-11T03:41:33Z,Cypress Mountain Resort gets creative to keep ski hill open amid sparse snow,"A light dusting of snow on Metro Vancouver's North Shore mountains on Saturday offered some relief and hope to snowboarders, skiers and mountain staff alike.
By early evening at Cypress Mountain Res… [+4955 chars]"
98,CBC News,cbc-news,2024-02-07T00:47:21Z,Environmental groups celebrate court ruling as a win for at-risk birds in B.C. and beyond,"The federal government should act quickly to better protect critical habitat from old-growth logging and destruction, environmental groups said Tuesday, as they hailed a court decision touching on at… [+4215 chars]"
99,CBC News,cbc-news,2024-01-16T17:46:15Z,Liberal cabinet holding retreat next week ahead of Parliament's return,"Persistent inflation and intense domestic divisions over the Israel-Hamas conflict are looming heavily over the federal Liberals as ministers prepare to meet over three days in Montreal next week.
P… [+2215 chars]"
0,Global News,,2024-02-13T23:32:07Z,"Floods and fires: Climate change brings health risks, finds B.C. report - BC | Globalnews.ca","Communities across British Columbia needs to prepare for a climate-related health crisis like the deadly 2021 heat dome every year, according to the lead contributor to a report on health risks assoc… [+3808 chars]"
1,Global News,,2024-02-02T18:24:09Z,Trudeau decries Alberta transgender policies: “most anti-LGBT in the country” | Globalnews.ca,"Prime Minister Justin Trudeau is calling Alberta’s new proposals on the treatment of transgender youth the “most anti-LGBT of anywhere in the country.”
Trudeau says that if Alberta Premier Danielle … [+750 chars]"
2,Global News,,2024-01-20T02:38:43Z,Environmentalists say federal tracking of forest health replete with ‘spin’ | Globalnews.ca,"A coalition of Canadian environmental groups is accusing the federal government of misrepresenting the true state of the country’s forests in its annual accounting of the forestry sector.
The groups… [+3910 chars]"
3,Global News,,2024-02-02T16:14:43Z,Are microplastics harmful? Health Canada funds research on potential risks - National | Globalnews.ca,"Health Canada is funding new research that will look into the potential risk to humans of microplastics that are found everywhere and could be toxic.
Researchers at three Canadian universities McGil… [+5316 chars]"
0,Calgary Herald,,2024-02-08T00:55:51Z,Varcoe: Report warns of $600B hit to Canada economy from emissions cap,"'They are big numbers. And we were trying to make the case to Ottawa that when Alberta does well, Canada does well,' Premier Danielle Smith said Wednesday
 Get the latest from Chris Varcoe, Calgary … [+10699 chars]"
1,Calgary Herald,,2024-01-26T13:50:50Z,Varcoe: Danielle Smith wants to 'double down' on oil and gas output,"There are several major obstacles to significantly hike output, including volatile commodity prices, uncertain long-term demand, federal policies and the desire of investors
 Get the latest from Chr… [+9307 chars]"
0,Ctvnews.ca,,2024-01-27T03:57:36Z,Amazon: MacKenzie Scott sold US$10B in shares last year,"MacKenzie Scott continues to sell billions of dollars in Amazon stock.
In 2023, she unloaded nearly 65.3 million shares of Amazon, currently worth more than US$10 billion, according to a filing.
Af… [+1311 chars]"
0,National Post,,2024-01-16T23:03:29Z,Jordan Peterson loses fight to avoid mandatory social media training,"Jordan Peterson has failed in his attempt to have the Ontario court system prevent the College of Psychologists of Ontario from ordering him to undergo remedial social media training.
On Tuesday, a … [+4356 chars]"
